naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster,center_distance
Protest 8. marec,leto marec vedno povsod vztrajati roža družba čokolada polepšati praznik vedno vztrajati nasilje ženska spolen nasilje očiten nevaren izraz patriarhati leto opozarjati družba načelen zavračati nasilje posebej spolen nasilje nasilje ženska otrok vsakdanji realnost praksa problematika naslavljati zmeraj nezadosten dokler spolen nasilje majhen velik mera občutiti tek življenje ženski sprenevedati živeti družba mera spoštovati član članica omogočati možnost sodelovanje nasilje načelen raven zavračati zelo očiten naredilio dovolj konkreten primer nasilje primeren reagiralio zavarovalio žrtev sankcioniralio storilec zato letos tradicionalen zbrati marec kongresen trg kjer izpostaviti najbolj pereč težava ženski soočati letošnji marec pripravljati kratek priročnik svetovati ravnati primer spolen nadlegovanje nasilje napisan poskušati ustrezati več javen okolje deloven mesto zdravstven izobraževalen institucija osnoven namen svetovati žrtev institucija kjer spolen nasilje dogajati bolj učinkovit ukrepati primer sum spolen nasilje poskrbeti podoben situacija prihodnji več prihajati objaviti kratek videti marec kongresce,2020-03-08 15:00:00,1203,275124796365576,0,0.012878234678215637
Siddharta • Akustična turneja • Murska Sobota • Razprodano!,koncert razprodan vabiti koncert glasben abonmajati koncert skupina siddhart album nomad posneti september slediti velik koncert razprodan hala tivoli ljubljana uvod vseslovenski dvoranski turneja skupina nov pesem uvrstiti akustičen repertoar uspešen predstavljati razprodan koncert začetek let rahel prearanžiran predrugačen glava postavljen hit ustvariti siddhart popeljati edinstven intimen izkušnja,2020-03-05 19:00:00,1053,534788303320045,4,0.13108867980356137
✦Veliki poizpitni žur✦FFA&FS✦,bližati konec izpiten obdobje ogromen poizpiten žur čas neprespan noč preživet knjiga zamenjati mali bolj zabaven neprespan noč preživet dober klub cirkus tokrat edinstven marec združiti fakulteta strojništvo fakulteta farmacija znan fakulteta preseliti lokacija povezovati hodnik zdaj odličen priložnost mali globji povezava skleniti nov čas farmacevtka zmešati glava fant sosednji fakulteta upanje etanolen mešanica povzročati mehanski težava cena vstopnica tickets prices vstopnica presati eura torek sreda marec fakulteta strojništvo soba pisarna šofs fakulteta farmacija navaden regular eura vip eura vip miza infa robert šebenik gmailc david berdajs strojniks klub cirkus trg mladinski deloven brigada lokacija bivši kino vič ljubljana partner dogodek študent fakulteta farmacija strojniks šofs strojniks resor obštudijski dejavnost training center legionar fitnes klub heštega žura ljubljana novica super travel,2020-03-11 23:00:00,1004,237302949627686,1,0.0488204994879316
TEDxLjubljana 2019 Razprodano,tedxljubljana desetletje ideja navdih tokrat svež zanimiv tematika letošnji novembrski dogodek nepozaben beležiti leto ideja vreden širjenje dogodek potekati skupen geslo živeti prihodnost tedx navdušenec ponoven zbrati skupaj luč spoznavanje nov vseživljenjski odkrivanje učenje prijeten druženje karta prodaja naprej,2019-11-16 16:00:00,8372,111072325610775,0,0.03586599783071558
Poizpitni YUGO ROCK s Petro Zore & Bomb Shell ❋ 10.3.❋ @TopSix,drag študentka drag študent izpit opravljen neopravljen izpit pozabljen naspati imunost kava energijski pijača izginiti upati vprašanje odgovoriti pozitiven izpiten obdobje zdravstven fakulteta fakulteta računalništvo informatika fakulteta uprava fakulteta elektrotehnika pripraviti dober poizpiten žura marec klub topsix proslavljati opravljen izpit neopravljen najbolj pomemben zažurati skupaj klub tresti poskrbeti skupina bomba shell petra zora poizpiten žur nabrati nov semester ura ura sedenje predavalnica pisanje seminarski nalog oblikovanje nov spleten stran zgodnji vstajanje praksa zato udeležba obvezen cena vstopnica tickets prices predprodaja vstopnica presati fakulteta uprava zdravstven fakulteta avla fakulteta elektrotehnika glaven avla fakulteta fakulteta raćunalništvo informatika avla fra cena vstopnica dan dogodek navaden regular eura vip rezervacje miza karta boati eura vip rezervacija miza jak topsixclubs infa luk kopinšek studentskizuriljubljana gmailc top six day night club tomšičev ulica ljubljana nati sponzor dogodek fitnes klub fula povezan frika stromars pacient,2020-03-10 23:00:00,774,331835760245003,1,0.040847618059321994
Rapetek 155: VAZZ,liv vazz gengst bestrd dje sunnysun whit tokraten rapetek nastopiti pankrt young prešeren mlad gams vazz nastopiti oder premieren živ zasedba prvič spremljajoč maloštevilen učinkovit bend album malce drugače prevetren oživljen paket mlad prešeren razen gost večer vpeljati gengst grega wer gengst bestrd vazz trenuten dejaven domač ems mlad izvrsten znajti izročilo razen sodoben izraz kratek izdati topel sprejet album jacoba hitreje lahek slediti vabiti vstopnina way storiti gati hala prireditev dan koncert musica policy hip hop,2020-02-28 22:00:00,612,356008681090989,0,0.06949008867905661
"Spring Fest - Luka Basi, Vigor, Nika Zorjan, Polkaholiki, Dj Ney",zabava noč ogrevan šotor hostes vip prostor oder nepozaben nor pomladen noč neposreden bližina terma snovik vstopnica entrio vstopnica event volja stojiščaparter fanpitparter vipmizeparter oseba oseba prodajen mesto entrio omv trafik print hom prodajen mesto event petrola pošta print hom vljuden vabiti,2020-04-24 20:00:00,1305,106178619412584,5,0.07123136051278978
??????? ?????? ???̌?? | Festivalna dvorana,country plesen večer soboten plesen večer prečudovit festivalen dvorana ljubljana vilharjev cesta stepa plesen delavnica začetek plesen večer plesen delavnica zaključek večer plesen presenečenje tek večer stepa delavnica potrebovati predznanje naučiti osnoven korak nadaljevati nov figura par predhoda prijaviti infa wildwests cenik vstopnica stepa delavnica stepa vstopnica otrok let imeti vstop brezplačen glasben želja zbirati infa wildwests videti,2020-03-07 20:00:00,679,679359145462450,0,0.061870336491073666
Zvočna kopel z gongi,poletje lep združiti koristen prepustiti spreten roka zvočen terapevt društvo vibracija prej društvo neskončnost prečudovit ambient botaničen vrt zvočen kopel voditi dragica nekrep marjati zelenik prinesti podlog ležanje obisk prireditev potreben plačati vstopnina vrt prispevek zvočen kopel prostovoljen prispevek vabiti,2019-08-24 16:00:00,916,148440315200022,0,0.06137368594151327
Zaključek zimskih zabav v Holcerju z Grupo Vigor / Kope,čudovit trenutek preplesan noč vrhunski glasben izvajalec leto stati oder holcer zima počasi končevati zimski del zabava zaključiti sezona spodobiti gost povabiti grupa vigor priti poveseliti vedeti dober vedno priti konec vstopnina ugoden smučarski vozovnica paketa ekskluziven rezervacija namestitevhoteti rezervacija kopes več informacija rezervacija kopes,2020-03-14 20:00:00,650,215903830309,6,0.04936412573069411
Grupa Vigor v Lajfu!,lajf zabava lajf prijatelj lajf kula dogodek vabiti koncert grupa vigor hit sam marija zašta mučiti nevjera još faliti doveti red volja lajf petek cena vstopnica predprodaja dan koncert rezervacija miza možen nakup boati izbira rezervacija sprejemati infa lajfmbs vstop potreben zagotavljanje varnost hišen red pridruževati pravica pregled oseben dokument vhod vabiti,2020-05-23 23:00:00,620,101698298017436,5,0.04631609339459979
"Pustovanje pri Japu ► Ines Erbus, Domen Kumer, Tomy Vertigo",pustovanje gostilna jap ines erbus domen kumera tomy vertiga sobota gostilna jap sobota ura ponoviti nor pusten žura simpatičen ines erbus odličen žura poskrbeti postaven domen kumera dober maska bogat nagraditi ines erbus ambis ljubav kada cura čast domen kumera levi desni runda dober vino,2020-02-22 21:00:00,928,671736182881527,2,0.03605709359106855
"Perpetuum Jazzile ""Le slovensko"" Novo mesto",vokalen orkester perpetuum jazziti show slovenski prihajati nov mesto pripraviti večer odličen priredba lep slovenski pesem vrhunski izvedba mednaroden priznan zasedba vstopnica prodaja,2019-09-21 20:00:00,1101,489098614819709,4,0.03311198598398753
BALKAN x TRAP Night / 28.2.2020,želja uslišan vida prihajati del nov zabava imenovan balkan trapa night kjer jutranji ura dje jnx uživati hit trendovski izvajalec brat corell berović vabiti vid prežihov ulica raven koroški cena vstopnica predprodaja dan dogodek vip rezervacija miza vključevati karta boati izbira miza vip del karta volja tabaković lan repas orlanda savić frankulović zal goričan anastasija tripeunović lucija rožič faditi halilović mil gašić adnati osmić neti ahmetović starosten omejitev vstop možen oseben dokument,2020-02-28 22:00:00,933,1739705206288912,1,0.034621315834245894
Queen Tribute - The Bohemians (VB),spoštovan kupec vstopnica obveščati napor molitev upoštevanje omejitev gibanje domač karantena ples pozdrav sonce dogodek poznan virus kasen termin sporočiti naknaden kasneje dan kupljen vstopnica veljati nov termin nadomesten termin ustrezati lahek vstopnica vrniti prodajen mesto kjer kupiti spleten kupec obrniti infa eventims klubski koncert magija queen obletnica skupina queen tribut bohemians velik britanija poseben del koncert posvečen liv aid cvetličaren edinstven priložnost intimen klubski koncert podoživeti skupina queen dober tribut zasedba anglija bohemians imeti možnost slišati spremljav orkestra koncerten spektakel shw must lanski leto razprodan dvorana hala tivoli trenutek slišati prevzeti popeljati neverjeten boemski rapsoditi zvok uspešnica queen somebody lov bohemian rhapsody radio gagati stop now ara champions vision want iti all will rocka številen verjeti kdaj imeti priložnost živ občutiti ritem energija skupina bohemians prepričati nasproten brian may kitarist zasedba koncert pristopiti reklo hvala fant roger taylora bobnar skupina jenkins avtor skupina queen mnenje imitacija odličen včasih mali strašljiv cvetličaren prihajati let slava obletnica nastanek skupina queen londonski zasedba bohemians let skupina queen hkrati norost magija sam dokazati večkrat dokazati širok svet najbolj dinamičen tribut skupina dvouren nastop popoln lightshow odrski scena naziv najbolj pristen queen tribut zasedba koncert lahek uživati uspešnica killer queen somebody lov don stop now besti friend ara champions bohemian rhapsody tio youra mothra down hammera fall vision want iti all will rocka lov lifa dober queen tribut bend lahek videti jackio smith mednaroden queen klub oboževalec hvala fant brian may queen strašljiv roger taylora queen dober queen tribut čas annemario bertsch mercury phoenix trust magija nebesa gary barker queen heaven spleten stran dober lahek videti slišati lesieanen jones freddio mercury queen biografy mali grozljiv jenkins soavtor knjiga queen iti began spleten stran,2020-04-16 21:00:00,1186,43956324012,4,0.031894796446034095
"STOPIMO SKUPAJ -ZA BOLJŠE POGOJE V ZDRAVSTVU, ZA POŠTENO PLAČILO",stopiti skupaj povzdigniti glas iti dodatek zdravtven ustanova izplačan izplačan tam kjer izplačan pravičen izplačan kolektiven pogodba čas epidemija delati glede kje delati dobiti izplačilo dodatek ura delati ostal pustiti sedaj dodatek stvar sedaj naenkrat pozabiti stvar kompetence sedaj govor stvar imeti nizek izplačilo npr prevoz delo cena oktanski bencin prinesti nekje cent prehrana del kosilo lahek naštevati stvar let špar medicinski pripomoček medicinski material zaščiten oprema itd stvar let zamrzniti napredovanje nato tolk let odmrzniti napredovanje utišati zdravstven delavec dvigniti plačilen razred plačilen razred lahek naštevati nedogled nepravilnost velik meniti sedaj dovolj čas stopiti delavec zdravstvo skupaj povzdigniti glas trg republika ljubljana videti ulica skupaj,2020-05-22 14:00:00,591,140416837593804,0,0.030326833736723804
Frivolus – festival uličnih umetnikov,frivolus festival uličen umetnik dan očarati obiskovalec predstava oživel ulica trg mesto koper celoten program festival brezplačen program kraj carpaccio trg hlavaty park čevljarski ulica mesten promenada primer slab vreme predstava odviti taveren festival organizirati šoup sofinancirati mesten občina koper medijski pokrovitelj radio capris projekt podpirati luk koper okvir sklad živet pristanišče partner dogodek zavod ville domus pokrovitelj kavarna triglav sladoledaren caf calypsa,2019-09-06 10:00:00,1127,103779682994273,0,0.0416775515812894
Frivolus – festival uličnih umetnikov,frivolus festival uličen umetnik dan očarati obiskovalec predstava oživel ulica trg mesto koper celoten program festival brezplačen program kraj carpaccio trg hlavaty park čevljarski ulica mesten promenada primer slab vreme predstava odviti taveren festival organizirati šoup sofinancirati mesten občina koper medijski pokrovitelj radio capris projekt podpirati luk koper okvir sklad živet pristanišče partner dogodek zavod ville domus pokrovitelj kavarna triglav sladoledaren caf calypsa,2019-09-06 10:00:00,507,103779682994273,0,0.0416775515812894
"Tektonika w/ Scalameriya & VSK (47, Mord, Genesa / IT)",litosferski plošča neprestan premikati zato ljubljanski klub površje pronicati tektonik spodobiti zlovešč petek manir rušenje grajenje prehajanje aktiven stanje gostiti tuj producent vskje scalameriy plesišče izkoristiti realizacija lasten glasben različica mitski misel producent skupaj sodelovati založba perce trax izdajati okvir priznan založba mord scalameriyev lasten založba genes slednji ljubljana premakniti srbija navdih poveljevanje plesišče črpati starodaven mitologija tehnologija znanstven fantastika scalameriy znan brezkompromisen surov minimalističen ritem izvirati vedno aktualen industrial drezati skala litosferski plošča nahajati štirkin plesišče večer magičen svet kazati več graditi omenjen italijanski producent vsk zvok vedno posluževati dober star industrijski darkerija poslušalec soočiti nežen bolj hipnotičen zvočen spekter binarnost lahek slišati izvir hkrati prizemljen ekspanziven sklenitev dramatski trikotnik velik oder pridružiti domač marka lük deconstructor zavzeti popoln cirkus mali oder tokrat žgati domač minda machines skeletonium selgor namen aktiviranje vizualen plat zvok vedno sedaj osciloskopski čopičiti živ slikati parta klub kersnikov ljubljana starosten omejitev aga limiti vstopnina entranec predprodaja tba dan dogodek infa infa garderoba lost founda gmailc,2020-04-26 23:00:00,687,126700024052347,6,0.047854591731860935
