naziv,opis,datum_od,stevilo,sifra_prizorisca
11. Kongres Misli na srce: Transplantacije in transfuzija,"Projekt Misli na srce letos organizira že enajsti kongres, na katerem se bomo bolj podrobno poglobili v tematiko transplantacij in transfuzije. Na kongresu boste v enem popoldnevu slišali kar 6 predavanj strokovnjakov s tega področja. Kongres je namenjen tako študentom kot absolventom in diplomantom.

Prijave se bodo odprle v sredo, 26.2.2020, ob 19.23, preko e-obrazca, ki bo objavljen na strani dogodka. Število prijav je omejeno.

Spremljajte dogodek za ostala obvestila in nagradne igre?   ",2020-03-05 16:00:00,560,1104667533058410
Guns N' Roses - Real tribute,"V sklopu Red Eye Bikerfesta bodo na našem odru nastopili GUNS N` ROSES - Real Tribute Band by Jailbreak / THE BEST FROM EUROPE

V Koper prihaja največji  GUNS N`ROSES - Real Tribute Band, kateri je že imel turneje in koncerte v Indiji, Braziliji, Tunisu, na Malti, Evropi in ostalih predelih sveta.

Pevec Alex ima popolnoma identično barvo glasu, kot Axl Rose v najboljših letih. Vse to vrača fene GUNS N`ROSES v najboljše čase benda. Obeta se nepozaben koncert in prava glasbena poslastica, za vse oboževalce legendarnih GUNS N`ROSES,
kot tudi za ljubitelje kvalitetne glasbene izvedbe v živo. 

Bodite del glasbenega spektakla, katerega boste še dolgo pomnili, zato vabljeni v soboto, 25. aprila na Red Eye Bikerfest 2020-parkirišče pred Snack barom in na nepozaben koncert enega najboljših GUNS N`ROSES - Real Tribute Band-a v Evropi in na svetu!

Vstop prost!",2020-04-25 23:00:00,1045,144501068991113
DROPS festival 2019,"????????????DROPS FESTIVAL 2019????????????

Last year, a seed was planted. This year, we plan to grow it.

Our previous edition showed us what can be done with a sheer will to build a festival from scratch with almost zero funds to do it. 

We learned a lot and it gave us power and motivation to make another edition of the best possible psychedelic event in our neck of the woods.

Drops 2019 will mark a new era in slovenian rave history as the only international underground electronic festival with high emphasis on deep, powerful music on audiophile soundsystems of the highest quality. 

⚫⚫⚫ THE SOUND ⚫⚫⚫

The festival will blast on two stages. 
The HALLUCINATORIUM will be focused on highly psychedelic trance music with [in our humble opinion] some of the most forward thinking artists in the scene.
This stage will be powered by an upgraded legendary FUNKTION ONE soundsystem.

The CAGE STAGE will focus on deep, pounding sounds of dark quality techno in the nighttime and chill out, experimental, ambient, dub, world music, electro etc in daytime. 
This stage will be powered by LAMBDA LABS, a highly innovative high-end speaker company with mind-blowing results in quality sound.

⚙●●● THE VISION ●●●⚙

Visionary decorations will be provided by well-known A:Part, a collective of artists with mind-altering ideas about what a dancefloor can look like. As a testament of quality, they were chosen by Light Guerilla festival of lights in Ljubljana, displaying their absolutely INSANE interactive Light Cube!  

Check this out:
https://www.facebook.com/apartconstruct/videos/2008173436167106/

They will collaborate with PSY OPTIX decorations. Psy Optix is a small squad of good friends living in Austria, specialized in String Arts, Lycra and Backdrops. They are celebrating the 10 year anniversary on the festival,so prepare for some mind-blowing stuff!

http://www.optix.io/

⚛⚛⚛LINE-UP⚛⚛⚛

-HALLUCINATORIUM-

⚙⚙⚙ARCHAIC⚙⚙⚙
[Parvati Records]
Greece
https://soundcloud.com/archaic-music

⚙⚙⚙ANKUR⚙⚙⚙
[Quintessence Records]
Germany
https://soundcloud.com/ankur-seres-music

⚙⚙⚙FishEYE⚙⚙⚙
[Uroboros Records]
Chile
https://soundcloud.com/rifs

⚙⚙⚙IgBooga⚙⚙⚙
[Gloom Records]
Brazil
https://soundcloud.com/igbooga

⚙⚙⚙RIFS⚙⚙⚙
[Uroboros Records]
Chile
https://soundcloud.com/rifs

⚙⚙⚙Reborn Soul⚙⚙⚙
[Uroboros Records]
Brazil
https://soundcloud.com/radiozora/uroboros15rebornsoul

⚙⚙⚙Apaq⚙⚙⚙
[Love Corp]
Costa Rica
https://soundcloud.com/nosanto

⚙⚙⚙ShaManiak⚙⚙⚙
[Banyan Records / Shipibo Sounds]
Austria
https://soundcloud.com/shamaniak

⚙⚙⚙Fabio AmiGo⚙⚙⚙
[Visionary Shamanics / EWOKS]
Austria
https://soundcloud.com/fabioamigo

⚙⚙⚙Tryptomaniac⚙⚙⚙
[Optix tribe/PsyOptix]
Austria
https://soundcloud.com/tryptomaniac

⚙⚙⚙NiBiRu⚙⚙⚙
[Chagga Records]
Slovenia
https://soundcloud.com/nibiru-666

⚙⚙⚙EaAruru⚙⚙⚙
[Chagga Records]
Slovenia
https://www.mixcloud.com/EaAruru/

⚙⚙⚙Sun Wu Kong⚙⚙⚙
[Chagga Records]
Slovenia
https://soundcloud.com/nils-rosker

⚙⚙⚙Willson⚙⚙⚙
[QuadLogos]
Slovenia
https://soundcloud.com/dj_willson


-CAGE STAGE-

---ROMMEK---
[Blueprint Records]
United Kingdom
https://soundcloud.com/rommek

---SHARAD SOOD / ANKURBLN--- 6 h ritual
[Atmophile Electronics]
Germany
https://soundcloud.com/ankurbln

---GLIA----
[Toxic Rec., Deepnd Rec.]
Slovenia / Germany
https://soundcloud.com/djglia

---SHDWL B2B TRIANGULAR SHAPED---
[Dazed and Confuzed]
https://soundcloud.com/danilo-di-giacomo
https://soundcloud.com/triangularshaped

---MINT / Soter Amun---
Slovenia
https://soundcloud.com/jaklinovmint

---PELTZ---
[Chagga Records]
Slovenia
https://soundcloud.com/peltz

---Ofnana_pesa---
[Chagga records / KRDM]
Slovenia
https://soundcloud.com/ofnana_pesa

---Selgor---
[Chagga records]
Slovenia
https://soundcloud.com/selgor

---Lnln---
[Chagga records]
Slovenia
https://soundcloud.com/lnlnx

---Stagnat---
[Chagga Records]
Afghanistan / Slovenia

---Douchean---
[Chagga records/ KRDM]
Slovenia
https://soundcloud.com/douchean

---HiGashi---
[NoSyncButton / Flying Carpet]
Slovenia
https://www.mixcloud.com/HiGashi/higashi-tektonika-ii-270419-rog-factory-lj-slovenia/

---Drof---
[SektorSelektor]
Slovenia
https://www.mixcloud.com/summairu/

---Beluga---
[SektorSelektor]
Slovenia

-SSS-
[Sezam]
Slovenia
https://soundcloud.com/fejzo



PRESALE TICKETS: 30 eur

For tickets, send us a PM on Chagga Records or contact one of our ambassadors: Bor(Slovenia, international), Vid[Slovenia - Ljubljana] or Ilja[Italy, Trieste]

Support us by buying a presale ticket, it really does make a difference! :) <3

⛺⛺⛺FREE CAMPING ⚫ HIGH-END SOUNDSYSTEMS⚫VEGAN & NON VEGAN FOOD  ⚫ 24/7 OPEN BAR  ⚫  BEAUTIFUL LOCATION IN THE FOREST ⚫

+++MORE INFO and LINE-UP announcements coming REALLY 
soon, stay tuned!+++",2019-08-16 12:00:00,6268,1241679469340600
K4x4 w/ The Ghost (UK),"Voznika najbolj razvpite potujoče ploščarne iz Berlina bosta februarja zavila na Kersnikovo. K4x4 gosti nahajpani eklektični DJ duo The Ghost!

James Creed in Josh Tweek že več let hupata in s svojim vinilnim Mercedesovim busom krožita po Berlinu. Mesečno vozovnico za njuno linijo uporabljajo tudi fotri kot je Zip, The Ghost pa sta v mestu znana tudi po organizaciji nabitih večerov na rejverski ladji Hoppetosse. Skrbno izbrani vinilni kovčki vodijo po treh desetletjih house, tehno in elektro godbe, njuni seti pa so ju med drugim pripeljali na festival Dimensions in tik pred nastopom v Štirki še na celovečerec v londonskem Fabricu.

Dvojec The Ghost bo na velikem flooru uvedel Mayell, ki mu prav tako na manjka izkušenj iz nemških klubov, med drugim se je pofočkal tudi v legendarnem Robertu Johnsonu. Baru bosta poveljevala z evropskimi gigi podkovana Nikolaj in Moare.


Bazen:
The Ghost (UK)
Mayell (LuckIsOn)


Bar:
Nikolaj (phi)
MOARE

- - - - - 

KLUB K4
Kersnikova 4, Ljubljana
www.klub-k4.si // www.facebook.com/klubk4

STAROSTNA OMEJITEV / AGE LIMIT: 18+

VSTOPNINA / ENTRANCE FEE:
Predprodaja : 9€ / olaii.com
Na dan dogodka : 12€

INFO: info@klub-k4.si

GARDEROBA / LOST & FOUND
k4garderoba@gmail.com
",2020-02-21 23:00:00,562,126700024052347
Koncert Psihomodo pop,"Po treh letih spet v našem mestu, legende Cro R&Rolla,
ob starih uspešnicah nam bodo še predstavili NOVE komade iz zadnjega albuma ; DIGITALNO NEBO
Pred njimi pa bodo vse boljši ALO!STARI zagrelii dvorano ŠTUK
",2020-05-08 21:00:00,557,106288480930808
Pustovanje 2020,"So vam najmlajši že povedali, kaj bodo za 'pusta hrusta'? Ste že našli kostum? Ga sešili, sestavili, ustvarili? ?

Letošnje maškare se približujejo ... Pustni torek bo padel na 25. februar, na Vrhniki pa bomo pustovali že na pustno nedeljo, 23. februarja. Letošnje rajanje bo potekalo v dvorani pri OŠ Antona Martina Slomška, na suhem in toplem, od 15. ure dalje❗

Kot že veste, z nami bo RIBIČ PEPE ? in njegov najboljši prijatelj ptič Kakadudu. 

Ali bomo lovili lisjaka Foksnerja? Bomo našli zaklad? ?

Skupaj bomo plesali in prepevali poznane skladbe: Foksner, Mi gremo pa na morje, Lačni, Gusar Kakadu Du, Hozntregarji, Gremo okrog sveta, Lumpi, Kavbijci in indijanci ... ?

Pustno rajanje bodo popestrili tudi:
? Žabice,
?  Plesna šola Urška,
?  Mažoretke Vrhnika 

v spremstvu Pihalnega orkestra Vrhnika. ???

Lahko se boste tudi prepustili poslikavi obraza ?
Potekal bo tudi izbor NAJ maske ?

Krofi so simbol pustovanja in za njih bo poskrbel LEO KLUB VRHNIKA.

Vabljeni❗ VSTOP PROST #VisitVrhnika

https://www.visitvrhnika.si/si/koledar-prireditev/2020/02/23/2102-PUSTOVANJE-2020
",2020-02-23 15:00:00,503,249529702079926
36. Druga godba 2020,"Po lanski obletnici, ko je bil festival programsko močno vpet v evropski projekt Jazz Connective, se Druga godba vrača v običajne tirnice. Mnogi zvesti obiskovalci bodo prepoznali njen retro zasuk v konceptu, ne sicer v programski konvencionalnosti, ampak po izstopajočih imen.

Ta so zaznamovala programe festivalov v zlatih letih ponudbe glasb sveta, ki so jih začinila imena kot so Cesaria Evora, Youssou N'Dour, Khaled, Mariza in mnogi drugi. Tako smo neizmerno veseli, da bo lahko letos v naši družbi Fatoumata Diawara, nedvomno vodilna v novi generaciji glasbenikov iz Afrike, prisotna na festivalih in koncertnih prizoriščih, ki tako kot Druga godba žanrsko povsem neomejeni tovrstnim glasbenikom ponujajo možnost lastne izbire celotnega programa, npr. nastop Fatoumate Diaware na referenčnem festivalu Le Guess Who.

Poleg nje letošnja Druga godba prvič ponuja petje iz Ruske republike Burjatije, iz Litve in Afganistana, plesno afro-karibsko champeto iz Kolumbije in dve slovenski pevki, ki sta s svojim delom zaznamovali domačo sceno v zadnjem desetletju. Da pa bo tradicija festivala ostala neokrnjena, se nismo mogli upreti ponovnem povabilu sijajni Sílvii Pérez Cruz, predstavitvi trenutno najboljšega balkanskega brass banda in mladcev iz Francije, ki bodo mnoge spomnili na izjemni nastop Lo Còr de la Plana. A to še ni vse. V naslednjih tednih bo program razširjen še z nekaj izvajalci ter z atraktivnim programom pogovorov in delavnic pa z novo koncertno predstavo za otroke, ki jo pripravljamo skupaj z Vodnikovo domačijo.

Prepričani smo, da je program po vsebinski, geografski raznolikosti in obsegu točno takšen, da si ga lahko privošči prav vsak ljubitelj glasbe.

Delite radovednost z nami v Ljubljani in Mariboru.

Programski odbor festivala Druga godba
Bogdan Benigar, Se Nada Čorović, Ira Kolbezen, Maaike Wuyts

Sreda, 13. maj 2020, Cankarjev dom

Sílvia Pérez Cruz
San Salvador - musique

Četrtek, 14. maj 2020 

Udu (Vodnikova domačija)
LosBulldozer (Kino Šiška)
Fatoumata Diawara (Kino Šiška)

Petek, 15. maj 2020, Cankarjev dom

Christine Abdelnour & Andy Moor (The Ex)
Uršula Ramoveš in Fantje iz Jazbecove grape 
Kefaya + Elaha Soroor

Sobota, 16. maj 2020, Lutkovno gledališče Maribor

Zvezdana Novakovic ZveN in gostje 
Dzambo Agusevi Orchestra



",2020-05-13 20:00:00,870,202855746590308
?? / ???????? ???????? / 29.02. / Vstopnine Ni,"---------------------------------------------------------------------------------
AS VESELICA / Sobota 29.02.2020
???????? ???????? /Klub ""Pivnica"" ?? Nova Generacija
----------------------------------------------------------------------------------
Letos 29 februar prav zares obstaja in  to je prav poseben trenutek, ki se zgodi samo na vsake 4 leta in zato nas bo na ta večer zabaval ???????? ????????!
Vstopnine ni!

???????? ????????
Moje Sorte Punca / https://youtu.be/0MnYadvdZxU
Lepota Ni Vse / https://youtu.be/3k_4v8ld3RI
Moja Si / https://youtu.be/WUQLd1-GTgA

????????? ??! ????? ?????! ???? ?????! 
????????? ???????? ??+
--------------------------------------------------------------------
???????? ???? ?? ????? ????????̌? ???? ?? ??????????!
--------------------------------------------------------------------
▪ Vsi, ki imate na dan dogodka ??????? ???, ali tisti teden od ponedeljka do sobote in svoj rojstni dan praznujete pri nAS dobite ?????? steklenico ??????! (Identifikacija z osebnim dokumentom)
▪ Možnost predhodna rezervacija mize tudi ????? ???!
--------------------------------------------------------------------
▪ ??????!!! ?????? ????? ???? ?+? ??????
--------------------------------------------------------------------
????! ????? ???!
Si želite na naših dogodkih biti na posebnem mestu. Praznujte rojstni dan, dekliščino, fantovščino ali pa bi kar tako z družbo bili IN! Pišite nam in si rezervirajte ????? ???!
--------------------------------------------------------------------
??????????? ?? ??????????? ???: 051 675 955
FB Privat sporočilo
--------------------------------------------------------------------
??????? ????: 070 811 581 (Rezerviraj si prevoz)
--------------------------------------------------------------------
???? ""???????"" ?? ???? ??????????
Prelesje 34a / 8232 Šentrupert / Slovenija
--------------------------------------------------------------------",2020-02-29 21:00:00,616,139371466073168
Veselica: Zvita Feltna in Urban Vidmar,"Kšk Charli samo za vas pripravlja najbolj noro noč??daleč naokoli. 
Na Hum se letos zopet vračata ena in ☝ edina Zvita feltna in edinstven ?Urban Vidmar, ki bo skupaj z bendom naredili to noč nepozabno, dogodek pa bo povezoval ?DJ Jacobsen.
Pridite da skupaj podoživimo lansko #prekrokano? zabavo.
___________________________________________________
Kdaj??
28. marec ob 21:30 
Kje??
Dvorana Hum
___________________________________________________
Vstopnice kmalu v predprodaji ?
Starostna omejitev 16+
",2020-03-28 21:30:00,619,109049862457101
K4 Roza: Taste of Berlin,"Z močnim priokusom berlinske klubske scene kvirovske energije ponovno vstopajo v klet na Kersnikovi 4. Za mešalnimi pulti se bodo zvrstili berlinski Ady Toledano, Touché, aMinus in ljubljanski Holomondo.

Ponovno bomo združevali, kar pravijo, da ne bi smelo biti združeno. Večer bo preplet dveh plesnih svetov, elektronskega in popastičnega. Naša srca bijejo za oba! Na mali floor prihajata ljubljenca berlinskih klubov Ady Toledano in Touché.

Ady Toledano je svojo kariero začel v Tel Avivu. Znan po svojem prepletanju žanrov, s katerim ustvarja nove elektronske zgodbe, je kaj kmalu postal stalnica znanih berlinskih klubov in partijev, kot so Tresor, About Blank, Cocktail d'Amore, Riot and The Carry Nation (NYC).

Touché je DJ, organizator dogodkov in lastnik zloglasnega kvirovskega kluba SOUNDS (RIP). Z razkošnimi miksi vokalnega housa in poživljajočega diska je osvežil plesišča mnogih razvpitih klubov, kot so Griessmühle, Wilde Renate in SchwuZ. Sodeloval je na underground dogodkih TrashEre, BRENNa in je rezident v domačem Studiu 69.

S francosko-berlinskim šarmom in dobro mero electro popa bo na velikem flooru postregel aMinus, ustanovni član dance-clash skupine Plateau Repas in bivši bobnar benda Evvol, ki je pravkar izdal solo album Dumbait. Poleg njega bo z neustavljivim popom glasbeno neuravnoteženost rušil ljubljanski Holomondo.

Bar:
Ady Toledano
Touché

Arena:
aMinus
Holomondo

VJ 5237

KLUB K4
Kersnikova 4, Ljubljana
www.klub-k4.si // www.facebook.com/klubk4

STAROSTNA OMEJITEV / AGE LIMIT: 18+

VSTOPNINA / ENTRANCE FEE:
10€

INFO: info@klub-k4.si

GARDEROBA / LOST & FOUND
k4garderoba@gmail.com

Društvo Škuc",2020-02-29 23:00:00,650,126700024052347
"Motozbor z blagoslovom, MK Packenstein, Šmartno ob Paki","Binkoštni motopraznik v Savinjski in Šaleški dolini: Nedeljsko srečanje motoristov z blagoslovom, bogatim programom, zabavnimi igrami, srečolovom, dobrim ansamblom, hrano, pijačo...
  10.00 – 11.00   Zbor motoristov, 
  10.30 – 12.00   Panoramska vožnja, 
  12.00 – 13.00   Moto igre,  
  13.00  Blagoslov motorjev in vseh zbranih
       Zabava s SHADOWS PLAY, Bobnar Mark  in gosti.

13. blagoslov bo popestrila ponudba številni razstavljalci motoopreme: Yogi, Racer, Helite, Nolan, STS Smart Turn Sistems...

Zbor in začetek prireditve od 10. ure dalje...
https://sites.google.com/site/mkpackenstein/

Vabljeni motoristi, mopedisti, motoveterani, ljubitelji starodobnih vozil, …vabljeni tudi vsi firbci in tisti, ki pač takrat nimate kaj pametnega za počet…

V primeru slabega vremena bo prireditev v soboto 11. aprila.

Srečanje so po svojih močeh podprli:
Občina Šmartno ob Paki, Mladinski center Šmartno ob Paki, ter sponzorji in donatorji, ki bodo predstavljeni na sami prireditvi.",2020-05-31 09:00:00,696,1600875000164422
"Mura - Maribor, 22. krog PLTS","Prva tekma v letu 2020 na Fazaneriji in takoj derbi! V 22. krogu Prva liga Telekom Slovenije se bo Mura 26. februarja pomerila z NK Maribor.

Vstopnice že v prodaji!

Glavna tribuna: 10 evrov
Ostale tribune: 8 evrov
Otroška vstopnica: 4 evre
VIP: 50 evrov

Vsi na Fazanerijo!",2020-02-26 17:00:00,1600,277845136174508
Ilario Alicante / Reload Marco Polo / 14.03,"ILARIO ALICANTE / Reload Marco Polo / 14.03
Marco Polo club, Nova Gorica, Slovenia

After few months of dedicated to our own artists and playing some wonderful nights between Mostovna and other more intimate clubs, it’s now time to go big again. Coming back to our base Marco Polo after 2 months and a half it’s already very exciting by itself, but when we add such a guest and good friend on top, it makes us literally counting the days to go! It’s with very big pleaseure and  honor to host  one of the biggest Italian and worlwide techno exponents mr. ILARIO ALICANTE back in our club! March 14th is coming soon, don’t miss the party of the month!


▬▬▬▬▬▬ LINE UP ▬▬▬▬▬▬

♫ ILARIO ALICANTE
VIRGO, Cocoon recordings, Soma
https://www.facebook.com/ILARIOALICANTEOFFICIAL/
https://soundcloud.com/ilario-alicante

♫ Damir Hoffman
https://www.facebook.com/DJDamirHoffman/
https://soundcloud.com/damirhoffman

♫ Matteo Puntar
https://www.facebook.com/MatteoPuntarTech/
https://soundcloud.com/matteo-puntar

♫ Gabriele Volpi
https://www.facebook.com/GabrielevolpiOfficial/
https://soundcloud.com/gabrielevolpi

♫ Erik Gross
https://www.facebook.com/djerikgross/
https://soundcloud.com/djerikgross


◙◙◙◙◙VSTOPNICE / BIGLIETTI / TICKETS ◙◙◙◙◙


Presale - 20€ (limited to 400 tickets)
Door     - 25€



OLAII PREDPRODAJNA MESTA
OMV, TRAFIKA 3DVA
www.olaii.com


NOVA GORICA/LJUBLJANA
T: 051240773 Erik 

IZOLA/KOPER
T: Naomi 030613843

Rezervacije VIP terase / VIP terrace reservations
M:info@reload.si
T: 031-678-137

:::: INFO & PREVENDITA IN ITALIA ::::

UDINE
Sonar - Drinks & Frequencies – Official ticket point
Via Este 23/10 Angolo Viale Palmanova
T: 334 3526302 Tobia

MONFALCONE
T: 3478332999 Matteo

CIVIDALE
T: 392 4246330 Leonardo

GORIZIA
T: 3454910636

TRIESTE
T: 3427174465 Stacy

INFO TAVOLI
M:info@reload.si
T: 031-678-137
",2020-03-14 23:30:00,1063,146840272082253
"Dan žena in Dan mučenikov ► Mambo Kings, Domenica, Tomy Vertigo","Tradicionalni pomladni žur v Gostilni pri Japu
DAN ŽENA & DAN MUČENIKOV ► Mambo Kings, Domenica, Tomy Vertigo
Sobota 14.03.2020 ob 21;00
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
DOMENICA
https://www.youtube.com/watch?v=FDCUS69mH0M - NEMA TE SVIT
https://www.youtube.com/watch?v=hpKaElNgWGI - CIRIBU CIRIBA 
https://www.youtube.com/watch?v=3-I8dqWJ6QA - VIDI SE IZ AVIONA
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
MAMBO KINGS
https://www.youtube.com/watch?v=XSVvK7F_Kno - BALERINA
https://www.youtube.com/watch?v=7kjNO2lloIQ - ROMEO IN JULIJA
https://www.youtube.com/watch?v=DzjP1IaY9eM- SHAKA TAKA
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------",2020-03-14 21:00:00,758,671736182881527
